Модель;Цена, долл;Пробег, мили;Год;Объём двигателя, л;Мощность, л.с;Топливо
Renault Sandero II;62150,40;5352,09;2014;1,6;82;Бензин
Renault Sandero II;73958,98;6125,17;2016;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;9872,55;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9045,14;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9550,67;2020;1,6;82;Бензин
Renault Sandero II;52827,84;6898,25;2015;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9037,90;2020;1,6;102;Бензин
Renault Sandero II;38533,25;7076,65;2015;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;8341,09;2020;1,6;102;Бензин
Renault Sandero II;63393,41;6779,31;2015;1,6;102;Бензин
Renault Sandero I;27346,18;5589,96;2014;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8218,43;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7992,45;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7802,16;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9667,52;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;7887,13;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9015,30;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9138,31;2020;1,6;82;Бензин
Renault Sandero I;66500,93;4995,28;2012;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;1056,56;10942,05;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10644,71;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг;5940,96;8789,32;2019;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8242,22;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9229,38;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;9717,02;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;10180,86;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;9764,59;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;6901,82;2020;1,6;82;Бензин
Renault Sandero II;28589,19;7790,26;2014;1,6;82;Бензин
Renault Sandero II Рестайлинг;16159,11;7837,84;2018;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10620,93;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11096,67;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10173,97;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8711,53;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8711,53;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;28589,19;9158,02;2018;1,6;82;Бензин
Renault Sandero I;101305,16;4793,09;2013;1,6;84;Бензин
Renault Sandero II;35425,73;8563,34;2016;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;11084,77;2020;1,6;82;Бензин
Renault Sandero II Stepway;60183,97;7255,06;2015;1,6;102;Бензин
Renault Sandero II Stepway;38098,20;7611,86;2015;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11013,41;2020;1,6;82;Бензин
Renault Sandero II;92290,24;6660,38;2015;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9859,74;2020;1,6;113;Бензин
Renault Sandero II;105655,69;6303,57;2014;1,6;82;Бензин
Renault Sandero II;42262,27;6648,49;2016;1,6;82;Бензин
Renault Sandero I;75201,99;3924,87;2011;1,6;103;Бензин
Renault Sandero II Stepway;64636,42;8444,41;2017;1,6;102;Бензин
Renault Sandero II;17091,36;8266,01;2016;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;18023,62;9871,63;2018;1,6;113;Бензин
Renault Sandero II;48477,32;7373,99;2015;1,6;82;Бензин
Renault Sandero II Stepway;29040,40;8563,34;2017;1,6;82;Бензин
Renault Sandero I;111870,73;4400,61;2011;1,6;84;Бензин
Renault Sandero I;133589,19;3805,93;2011;1,6;84;Бензин
Renault Sandero II;71472,96;8087,60;2015;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10537,67;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9657,55;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8170,86;2020;1,6;102;Бензин
Renault Sandero II;66500,93;7124,23;2014;1,6;102;Бензин
Renault Sandero II Stepway;30112,49;9502,93;2018;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9934,91;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;10565,57;8670,39;2018;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;10942,05;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8539,56;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9763,64;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9419,68;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9753,55;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8711,53;2020;1,6;82;Бензин
Renault Sandero II Stepway;27006,22;8741,75;2017;1,6;82;Бензин
Renault Sandero II;18645,12;7255,06;2018;1,6;82;Бензин
Renault Sandero I Stepway;39154,75;5352,09;2012;1,6;84;Бензин
Renault Sandero II Рестайлинг;0,00;9872,82;2020;1,6;113;Бензин
Renault Sandero I;50963,33;6303,57;2014;1,6;103;Бензин
Renault Sandero I;105655,69;3746,46;2012;1,4;75;Бензин
Renault Sandero II Stepway;38236,79;8920,15;2017;1,6;113;Бензин
Renault Sandero II Stepway;72094,47;5352,09;2014;1,6;82;Бензин
Renault Sandero I;73958,98;4162,74;2013;1,4;75;Бензин
Renault Sandero II Рестайлинг;0,00;6878,03;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9633,76;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10573,35;2020;1,6;113;Бензин
Renault Sandero I Stepway;50963,33;5352,09;2011;1,6;84;Бензин
Renault Sandero II Рестайлинг;0,00;9443,47;2020;1,6;82;Бензин
Renault Sandero I;83903,05;3746,46;2010;1,4;75;Бензин
Renault Sandero II Рестайлинг;0,00;9491,04;2020;1,6;82;Бензин
Renault Sandero I;118085,77;4757,41;2013;1,6;103;Бензин
Renault Sandero I;81727,78;4519,54;2011;1,6;84;Бензин
Renault Sandero I;99440,65;5173,69;2012;1,6;84;Бензин
Renault Sandero I;101926,66;3568,06;2012;1,4;75;Бензин
Renault Sandero II Stepway;24938,47;8313,58;2016;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8717,96;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7968,67;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7696,31;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;8214,86;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10129,09;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10140,21;2020;1,6;102;Бензин
Renault Sandero I;55500,31;5173,69;2013;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;48477,32;9621,87;2018;1,6;113;Бензин
Renault Sandero I;91982,60;4162,74;2012;1,4;75;Бензин
Renault Sandero II;27843,38;8920,14;2016;1,6;82;Бензин
Renault Sandero I;83903,05;4876,35;2012;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8447,98;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10030,03;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8711,53;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10835,01;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9059,41;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8600,32;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8585,28;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9956,73;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;9847,85;2020;1,6;113;Бензин
Renault Sandero I;90118,09;4579,01;2011;1,6;103;Бензин
Renault Sandero II Stepway;44126,79;7909,20;2015;1,6;102;Бензин
Renault Sandero II Рестайлинг;24238,66;8682,28;2019;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9666,56;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9870,60;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг;4,97;9217,49;2019;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8933,93;2020;1,6;82;Бензин
Renault Sandero II Stepway;4350,53;10168,97;2018;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9015,30;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11156,13;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9015,30;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8539,56;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;9216,16;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9669,26;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9324,95;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9784,04;2020;1,6;113;Бензин
Renault Sandero I Stepway;98197,64;5114,22;2014;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9876,87;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;8147,07;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9550,51;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;7457,25;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;8147,07;2020;1,6;82;Бензин
Renault Sandero II Stepway;30453,70;7790,26;2018;1,6;82;Бензин
Renault Sandero I Stepway;94535,11;5934,87;2013;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10216,55;2020;1,6;113;Бензин
Renault Sandero II;156619,02;4697,95;2015;1,6;82;Бензин
Renault Sandero I;64201,37;4995,28;2013;1,6;103;Бензин
Renault Sandero II;13673,09;8741,75;2016;1,6;102;Бензин
Renault Sandero I;114978,25;3211,25;2010;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9978,67;2020;1,6;82;Бензин
Renault Sandero II;9054,69;8682,28;2017;1,6;82;Бензин
Renault Sandero II Stepway;30453,70;8325,47;2015;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8515,77;2020;1,6;82;Бензин
Renault Sandero II Stepway;43505,28;7112,33;2015;1,6;82;Бензин
Renault Sandero II;34182,72;6898,25;2014;1,6;82;Бензин
Renault Sandero II Stepway;55844,00;8313,58;2017;1,6;82;Бензин
Renault Sandero II;29397,14;7373,99;2014;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;9059,54;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;8656,11;2020;1,6;113;Бензин
Renault Sandero I;85767,56;4103,27;2010;1,4;75;Бензин
Renault Sandero I;61528,90;5173,69;2014;1,4;75;Бензин
Renault Sandero II Рестайлинг;0,00;8209,75;2020;1,6;82;Бензин
Renault Sandero II Stepway;49720,32;7730,80;2016;1,6;82;Бензин
Renault Sandero II Рестайлинг;11808,58;9657,55;2019;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;8431,56;2020;1,6;82;Бензин
Renault Sandero II;64014,92;6125,17;2014;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9443,47;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;12125,46;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9550,67;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;9728,91;2020;1,6;113;Бензин
Renault Sandero I;59664,39;5233,15;2011;1,6;84;Бензин
Renault Sandero II;43505,28;5471,03;2015;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;12476,32;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;12476,32;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;12476,32;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8447,98;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9637,33;2020;1,6;102;Бензин
Renault Sandero I;118401,49;4162,74;2012;1,6;103;Бензин
Renault Sandero II;19266,63;6529,55;2014;1,6;82;Бензин
Renault Sandero II Stepway;18023,62;8920,15;2017;1,6;102;Бензин
Renault Sandero I Stepway;83013,05;5459,13;2011;1,6;84;Бензин
Renault Sandero I;94468,61;4400,61;2013;1,6;84;Бензин
Renault Sandero II Рестайлинг;0,00;6441,72;2020;1,6;82;Бензин
Renault Sandero I Stepway;93225,61;3092,32;2010;1,6;84;Бензин
Renault Sandero I;31634,56;5173,69;2012;1,6;84;Бензин
Renault Sandero I;79552,52;4222,20;2010;1,6;103;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11845,96;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9215,10;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9459,17;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8480,09;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8242,22;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10312,56;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9268,87;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;6743,63;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8420,62;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9936,49;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10478,20;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9504,23;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;9017,48;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9815,97;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11370,22;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11251,28;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9305,54;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9268,87;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;8990,56;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8788,37;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9769,59;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9764,63;2020;1,6;113;Бензин
Renault Sandero I;74580,48;3865,40;2011;1,4;75;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10040,76;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9149,93;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;9065,49;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8539,56;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9769,59;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;8806,21;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8895,41;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;8979,62;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10775,54;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10442,52;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9934,91;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;9399,10;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8480,09;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;12083,83;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9372,75;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11489,15;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8485,08;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;8753,64;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9847,85;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9466,30;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9920,63;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9744,61;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;9519,82;2020;1,6;102;Бензин
Renault Sandero II;25481,67;7790,26;2018;1,6;82;Бензин
Renault Sandero II;48912,37;5173,69;2015;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;9181,81;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10501,99;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10620,93;2020;1,6;82;Бензин
Renault Sandero II Stepway;48166,56;4757,40;2015;1,6;102;Бензин
Renault Sandero II;40194,53;5946,77;2015;1,6;102;Бензин
Renault Sandero I;116696,08;3984,33;2010;1,6;84;Бензин
Renault Sandero II Рестайлинг;0,00;10418,74;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг;23617,15;9146,13;2019;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;10180,86;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10965,84;2020;1,6;113;Бензин
Renault Sandero II Stepway;23617,15;8682,28;2016;1,6;82;Бензин
Renault Sandero I;12430,08;6541,44;2011;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9199,47;2020;1,6;113;Бензин
Renault Sandero II;20944,69;8087,60;2017;1,6;82;Бензин
Renault Sandero II Рестайлинг;16159,11;9395,89;2019;1,6;82;Бензин
Renault Sandero II Рестайлинг;3418,27;8563,34;2019;1,6;82;Бензин
Renault Sandero I;248601,62;2973,38;2014;1,4;75;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9419,68;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8991,51;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9805,03;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9590,95;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10115,45;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8177,99;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9002,22;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9419,68;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9740,80;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9805,03;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8606,16;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9312,64;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9740,80;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9419,68;2020;1,6;113;Бензин
Renault Sandero I;102113,11;3865,40;2011;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9034,33;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9323,34;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9740,80;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9419,68;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8991,51;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9494,61;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9740,80;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9323,34;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9055,74;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;8038,84;2020;1,6;113;Бензин
Renault Sandero I;87010,57;4043,80;2013;1,4;75;Бензин
Renault Sandero I;78309,51;5471,03;2012;1,6;84;Бензин
Renault Sandero II;79552,52;5352,09;2014;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9942,99;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;8587,13;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10013,70;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8585,28;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9477,51;2020;1,6;113;Бензин
Renault Sandero I;78931,01;5459,13;2011;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8932,04;2020;1,6;102;Бензин
Renault Sandero I;76003,73;3687,00;2010;1,4;75;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;12904,48;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;7888,98;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;8697,13;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8432,52;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;12119,51;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7246,73;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7481,51;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;9229,38;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10291,47;2020;1,6;113;Бензин
Renault Sandero II Stepway;36979,49;7909,20;2016;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7246,73;2020;1,6;82;Бензин
Renault Sandero II;24238,66;7659,44;2016;1,6;82;Бензин
Renault Sandero II;76445,00;7017,18;2016;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9883,53;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9758,39;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8717,96;2020;1,6;113;Бензин
Renault Sandero I;104412,68;4281,67;2011;1,6;103;Бензин
Renault Sandero I;36668,74;4162,74;2011;1,6;84;Бензин
Renault Sandero II;21752,64;6660,38;2017;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7683,22;2020;1,6;113;Бензин
Renault Sandero I;63195,15;4721,73;2010;1,6;103;Бензин
Renault Sandero II;43505,28;8325,47;2017;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;9288,85;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;13427,80;2020;1,6;102;Бензин
Renault Sandero I Stepway;72715,97;5887,30;2014;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;10565,57;9039,09;2019;1,6;82;Бензин
Renault Sandero II;24238,66;5827,83;2016;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11084,77;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10119,02;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11845,96;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10787,44;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;13059,10;2020;1,6;113;Бензин
Renault Sandero II Stepway;15444,38;9395,89;2017;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11215,60;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;12000,58;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11727,02;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;12642,83;2020;1,6;113;Бензин
Renault Sandero II Stepway;68372,90;8266,01;2016;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11453,47;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;9345,69;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10371,16;2020;1,6;82;Бензин
Renault Sandero II Stepway;5725,30;8920,15;2015;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9044,37;2020;1,6;113;Бензин
Renault Sandero I;71472,96;4162,74;2010;1,6;84;Бензин
Renault Sandero I;44748,29;4876,35;2011;1,6;84;Бензин
Renault Sandero I;141081,42;4281,67;2011;1,6;84;Бензин
Renault Sandero II;23118,09;7017,18;2016;1,6;82;Бензин
Renault Sandero II Stepway;38533,25;7362,10;2015;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;10383,06;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;11298,86;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;6791,21;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;10775,54;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;10002,46;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10763,65;2020;1,6;82;Бензин
Renault Sandero II Stepway;41640,77;7136,12;2015;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;21472,34;9455,36;2018;1,6;82;Бензин
Renault Sandero I Stepway;34182,72;5411,56;2012;1,6;84;Бензин
Renault Sandero II;27967,68;8444,41;2017;1,6;82;Бензин
Renault Sandero II;19656,93;8563,34;2017;1,6;82;Бензин
Renault Sandero I;49098,82;4579,01;2014;1,6;103;Бензин
Renault Sandero I;77688,00;3746,46;2011;1,4;75;Бензин
Renault Sandero I;131137,35;3330,19;2011;1,4;75;Бензин
Renault Sandero I;95711,62;4460,08;2011;1,6;103;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8289,79;2020;1,6;82;Бензин
Renault Sandero I;23090,12;5233,15;2012;1,4;75;Бензин
Renault Sandero II;30453,70;4507,65;2015;1,6;82;Бензин
Renault Sandero II Stepway;18645,12;8384,94;2017;1,6;82;Бензин
Renault Sandero II;39154,75;6184,64;2015;1,6;82;Бензин
Renault Sandero I;92821,63;3270,72;2011;1,4;75;Бензин
Renault Sandero II Stepway;27413,92;8325,47;2018;1,6;82;Бензин
Renault Sandero II Stepway;27346,18;8860,68;2017;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7802,16;2020;1,6;82;Бензин
Renault Sandero II Stepway;64014,92;7611,86;2017;1,6;82;Бензин
Renault Sandero II Рестайлинг;10410,19;8087,60;2018;1,6;102;Бензин
Renault Sandero II;16159,11;8563,34;2016;1,6;102;Бензин
Renault Sandero I;80795,53;3330,19;2013;1,6;103;Бензин
Renault Sandero I Stepway;72094,47;5589,96;2013;1,6;103;Бензин
Renault Sandero II;42262,27;8920,15;2017;1,6;82;Бензин
Renault Sandero I;82038,53;4757,29;2013;1,6;103;Бензин
Renault Sandero II;12740,83;6184,64;2014;1,6;82;Бензин
